Species_ID,Genus_ID,Model_ID,Family,Genus,Species,Common_Name,Group,Tribe,Native,PFG_Page,Sportfish,NonGame,Subsistence,Sensitivity,Rarity,Ubiquity,Extent,Tolerance,Robustness,Max_Age,Max_Length,Mean_Length,Mean_Weight,Girth_Index,WL_A,WL_B,Thinning,Thin_Adjustment,Estimated,Cave,Spring,Headwater,Creek,Small_River,Medium_River,Large_River,Lake_Impoundment,Swamp_Marsh,Coastal_Ocean,Riffles,Runs,Pools,Benthic,Surface,Nearshore_Littoral,OpenWater_Pelagic,Mud_Silt,Sand,Gravel,Rock_Rubble,Vegetation,Woody_Debris,Clear,Turbid,Warm,Cool,Cold,Lowlands,Uplands,Lower_Width,Upper_Width,Location_Notes,Habitat_Notes
284,69,-999,Percidae,Etheostoma,burri,Brook Darter,Darter,Etheostoma,Y,580,0,1,0,U,3,0,0,0,0,3,6,3.5,0.16,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
285,69,117,Percidae,Etheostoma,caeruleum,Rainbow Darter,Darter,Etheostoma,Y,576,0,1,0,M,1,17.7,14.7,28.7,19,3,8,2.96,0.1,0.15,0.00328,3.11,0.5,0.0236,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
286,69,118,Percidae,Etheostoma,camurum,Bluebreast Darter,Darter,Etheostoma,Y,566,0,1,0,S,6,3.1,3.4,4.5,3.6,3,8.5,3.145,0.12,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
287,69,-999,Percidae,Etheostoma,cervus,Chickasaw Darter,Darter,Etheostoma,Y,556,0,1,0,U,6,0,0,0,0,3,5,1.85,0.02,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,0,5,,
288,69,-999,Percidae,Etheostoma,chermocki,Vermillion Darter,Darter,Etheostoma,Y,559,0,1,0,U,6,0,0,0,0,3,7,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
289,69,-999,Percidae,Etheostoma,chienense,Relict Darter,Darter,Etheostoma,Y,590,0,1,0,U,3,0,0,0,0,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
290,69,119,Percidae,Etheostoma,chlorobranchium,Greenfin Darter,Darter,Etheostoma,Y,567,0,1,0,U,3,4,0.6,2.7,1.9,3,10,5,0.49,0.15,0.00328,3.11,0.5,0.0471,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
291,69,120,Percidae,Etheostoma,chlorosoma,Bluntnose Darter,Darter,Etheostoma,Y,540,0,1,0,M,2,2.8,12.2,2.7,4.4,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,A,A,-999,-999,-999,A,A,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
292,69,-999,Percidae,Etheostoma,chuckwachatte,Lipstick Darter,Darter,Etheostoma,Y,562,0,1,0,U,3,0,0,0,0,3,7,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
293,69,121,Percidae,Etheostoma,cinereum,Ashy Darter,Darter,Etheostoma,Y,561,0,1,0,U,8,4.3,0.8,2.2,1.9,3,12,5.5,0.66,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
294,69,122,Percidae,Etheostoma,collettei,Creole Darter,Darter,Etheostoma,Y,583,0,1,0,U,3,15.1,1.2,13.4,6.1,3,7.5,2.775,0.08,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,-999,1,50,Abundant in Oauchita R. drainage,
295,69,123,Percidae,Etheostoma,collis,Carolina Darter,Darter,Etheostoma,Y,601,0,1,0,U,6,5.5,0.9,0.2,0.9,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
296,69,124,Percidae,Etheostoma,colorosum,Coastal Darter,Darter,Etheostoma,Y,556,0,1,0,U,3,42.1,0.6,34,9.3,3,7,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
297,69,125,Percidae,Etheostoma,coosae,Coosa Darter,Darter,Etheostoma,Y,560,0,1,0,U,4,23.9,0.6,8.1,4.7,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
298,69,-999,Percidae,Etheostoma,corona,Crown Darter,Darter,Etheostoma,Y,589,0,1,0,U,2,0,0,0,0,3,8,2.96,0.1,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
299,69,-999,Percidae,Etheostoma,cragini,Arkansas Darter,Darter,Etheostoma,Y,572,0,1,0,U,6,0,0,0,0,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
300,69,126,Percidae,Etheostoma,crossopterum,Fringed Darter,Darter,Etheostoma,Y,588,0,1,0,U,2,5.4,0.9,0.5,1.3,3,10,5,0.49,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
301,69,127,Percidae,Etheostoma,davisoni,Choctawhatchee Darter,Darter,Etheostoma,Y,540,0,1,0,U,4,20.7,0.5,55.7,8.2,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
302,69,-999,Percidae,Etheostoma,denoncourti,Golden Darter,Darter,Etheostoma,Y,568,0,1,0,U,3,0,0,0,0,3,3,1.11,0,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
303,69,-999,Percidae,Etheostoma,derivativum,Stone Darter,Darter,Etheostoma,Y,597,0,1,0,U,3,0,0,0,0,3,5.5,2.035,0.03,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,50,Rare in KY,
304,69,-999,Percidae,Etheostoma,ditrema,Coldwater Darter,Darter,Etheostoma,Y,584,0,1,0,U,8,0,0,0,0,3,5.5,2.035,0.03,0.15,0.00328,3.11,0.5,0,0,XXX,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,1,,
305,69,-999,Percidae,Etheostoma,douglasi,Tuskaloosa Darter,Darter,Etheostoma,Y,562,0,1,0,U,3,0,0,0,0,3,7,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
306,69,128,Percidae,Etheostoma,duryi,Blackside Snubnose Darter,Darter,Etheostoma,Y,554,0,1,0,U,3,9.5,1,2.9,2.9,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
307,69,129,Percidae,Etheostoma,edwini,Brown Darter,Darter,Etheostoma,Y,602,0,1,0,U,3,14.2,1.8,2.3,3.8,3,5.5,2.035,0.03,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
308,69,-999,Percidae,Etheostoma,erythrozonum,Meramec Saddled Darter,Darter,Etheostoma,Y,549,0,1,0,U,3,0,0,0,0,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
309,69,-999,Percidae,Etheostoma,etnieri,Cherry Darter,Darter,Etheostoma,Y,555,0,1,0,U,3,0,0,0,0,3,8,2.96,0.1,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
310,69,-999,Percidae,Etheostoma,etowahae,Etowah Darter,Darter,Etheostoma,Y,562,0,1,0,U,8,0,0,0,0,3,6.5,3.5,0.16,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
311,69,-999,Percidae,Etheostoma,euzonum,Arkansas Saddled Darter,Darter,Etheostoma,Y,549,0,1,0,U,6,0,0,0,0,3,12,5.5,0.66,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
312,69,130,Percidae,Etheostoma,exile,Iowa Darter,Darter,Etheostoma,Y,601,0,1,0,M,3,2.8,13.6,7.7,6.5,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,A,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,50,,
313,69,131,Percidae,Etheostoma,flabellare,Fantail Darter,Darter,Etheostoma,Y,592,0,1,0,M,1,21.3,20.8,23.9,21.3,4,8.5,3.4,0.22,0.15,0.00585,2.95,0.5,0.031,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
314,69,132,Percidae,Etheostoma,flabellare brevispina,Carolina Fantail Darter,Darter,Etheostoma,Y,593,0,1,0,U,3,24.4,0.6,16.5,6.1,4,8,3.4,0.22,0.15,0.00585,2.95,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
315,69,133,Percidae,Etheostoma,flavum,Saffron Darter,Darter,Etheostoma,Y,555,0,1,0,U,2,22.2,0.5,6.1,3.9,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
316,69,-999,Percidae,Etheostoma,fonticola,Fountain Darter,Darter,Etheostoma,Y,598,0,1,0,U,3,0,0,0,0,3,4.5,1.665,0.02,0.15,0.00328,3.11,0.5,0,0,XXX,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,1,,
317,69,134,Percidae,Etheostoma,forbesi,Barrens Darter,Darter,Etheostoma,Y,588,0,1,0,U,8,11.2,1.9,11.8,6.2,3,7.5,2.775,0.08,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
318,69,-999,Percidae,Etheostoma,fragi,Strawberry Darter,Darter,Etheostoma,Y,580,0,1,0,U,1,0,0,0,0,3,6,3.5,0.16,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
319,69,-999,Percidae,Etheostoma,fricksium,Savannah Darter,Darter,Etheostoma,Y,570,0,1,0,U,3,0,0,0,0,3,7.5,2.775,0.08,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
320,69,135,Percidae,Etheostoma,fusiforme,Swamp Darter,Darter,Etheostoma,Y,599,0,1,0,M,2,4,11,0.5,2.8,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
321,69,136,Percidae,Etheostoma,gracile,Slough Darter,Darter,Etheostoma,Y,600,0,1,0,M,1,13,9.9,4.5,8.1,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,50,Common outside of coastal plain,
322,69,-999,Percidae,Etheostoma,grahami,Rio Grande Darter,Darter,Etheostoma,Y,584,0,1,0,U,6,0,0,0,0,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,Common in Devils R.,
323,69,-999,Percidae,Etheostoma,gutselli,Tuckasegee Darter,Darter,Etheostoma,Y,544,0,1,0,U,6,0,0,0,0,3,12,5.5,0.66,0.15,0.00328,3.11,0.51,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
324,69,137,Percidae,Etheostoma,histrio,Harlequin Darter,Darter,Etheostoma,Y,545,0,1,0,S,6,4.7,5.8,2.7,4.1,3,8,2.96,0.1,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,5,50,,
325,69,138,Percidae,Etheostoma,hopkinsi,Christmas Darter,Darter,Etheostoma,Y,585,0,1,0,U,4,15.7,0.8,7.3,4.4,3,6.5,2.405,0.05,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
326,69,139,Percidae,Etheostoma,inscriptum,Turquoise Darter,Darter,Etheostoma,Y,546,0,1,0,U,3,16.9,0.8,26.1,6.8,3,8,4.5,0.35,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
327,69,140,Percidae,Etheostoma,jessiae,Blueside Darter,Darter,Etheostoma,Y,542,0,1,0,U,3,2.5,1.3,3.2,2.1,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,1,25,,
328,69,-999,Percidae,Etheostoma,jimmycarter,Bluegrass Darter,Darter,Etheostoma,Y,,0,1,0,U,4,0,0,0,0,3,5,1.85,0.02,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,1,50,,
329,69,141,Percidae,Etheostoma,jordani,Greenbreast Darter,Darter,Etheostoma,Y,561,0,1,0,U,3,11.4,0.6,9.1,3.9,3,8,2.96,0.1,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
330,69,-999,Percidae,Etheostoma,juliae,Yoke Darter,Darter,Etheostoma,Y,568,0,1,0,U,2,0,0,0,0,3,8,2.96,0.1,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,1,50,,
331,69,142,Percidae,Etheostoma,kanawhae,Kanawha Darter,Darter,Etheostoma,Y,547,0,1,0,U,4,9,0.1,6.3,1.4,3,9,4.5,0.35,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
332,69,-999,Percidae,Etheostoma,kantuckeense,Highland Rim Darter,Darter,Etheostoma,Y,579,0,1,0,U,3,0,0,0,0,3,5.5,2.035,0.03,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
333,69,143,Percidae,Etheostoma,kennicotti,Stripetail Darter,Darter,Etheostoma,Y,591,0,1,0,M,4,8.4,1.9,4.3,4,3,8,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
334,69,-999,Percidae,Etheostoma,lachneri,Tombigbee Darter,Darter,Etheostoma,Y,558,0,1,0,U,3,0,0,0,0,3,6,3.5,0.16,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
335,69,144,Percidae,Etheostoma,lawrencei,Headwater Darter,Darter,Etheostoma,Y,581,0,1,0,U,2,10.6,0.6,1.9,2.3,3,6,2.22,0.04,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
336,69,-999,Percidae,Etheostoma,lemniscatum,Tuxedo Darter,Darter,Etheostoma,Y,594,0,1,0,U,8,0,0,0,0,3,5.5,2.035,0.03,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,50,,
337,69,-999,Percidae,Etheostoma,lepidum,Greenthroat Darter,Darter,Etheostoma,Y,584,0,1,0,U,3,0,0,0,0,3,6.5,2.405,0.05,0.15,0.00328,3.11,0.5,0,0,XXX,A,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,0,25,Uncommon in NM,
338,69,145,Percidae,Etheostoma,longimanum,Longfin Darter,Darter,Etheostoma,Y,541,0,1,0,U,3,18.5,0.3,25.2,5.1,3,9,4.5,0.35,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
339,69,-999,Percidae,Etheostoma,luteovinctum,Redband Darter,Darter,Etheostoma,Y,582,0,1,0,U,8,0,0,0,0,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,Fairly common in Duck R.,
340,69,146,Percidae,Etheostoma,lynceum,Brighteye Darter,Darter,Etheostoma,Y,550,0,1,0,U,3,5.6,1.7,1.7,2.5,3,6.5,2.405,0.05,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,A,A,A,-999,A,-999,-999,-999,-999,-999,-999,-999,1,25,,
341,69,-999,Percidae,Etheostoma,maculatum,Spotted Darter,Darter,Etheostoma,Y,564,0,1,0,S,6,0,0,0,0,3,9,4.5,0.35,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
342,69,-999,Percidae,Etheostoma,mariae,Pinewoods Darter,Darter,Etheostoma,Y,570,0,1,0,U,3,0,0,0,0,3,7.5,2.775,0.08,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,5,,
343,69,-999,Percidae,Etheostoma,marmorpinnum,Marbled Darter,Darter,Etheostoma,Y,594,0,1,0,U,8,0,0,0,0,3,4,1.48,0.01,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
344,69,-999,Percidae,Etheostoma,meadiae,Bluespar Darter,Darter,Etheostoma,Y,,0,1,0,U,6,0,0,0,0,3,7,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,,
345,69,-999,Percidae,Etheostoma,microlepidum,Smallscale Darter,Darter,Etheostoma,Y,564,0,1,0,U,6,0,0,0,0,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,5,25,,
346,69,147,Percidae,Etheostoma,microperca,Least Darter,Darter,Etheostoma,Y,597,0,1,0,M,2,0.6,6.5,0.2,0.9,3,4.5,1.665,0.02,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
347,69,-999,Percidae,Etheostoma,mihileze,Sunburst Darter,Darter,Etheostoma,Y,571,0,1,0,U,3,0,0,0,0,3,8,4.5,0.35,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,-999,-999,0,25,,
348,69,-999,Percidae,Etheostoma,moorei,Yellowcheek Darter,Darter,Etheostoma,Y,563,0,1,0,U,6,0,0,0,0,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
349,69,-999,Percidae,Etheostoma,neopterum,Lollypop Darter,Darter,Etheostoma,Y,589,0,1,0,U,6,0,0,0,0,3,9,4,0.24,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
350,69,-999,Percidae,Etheostoma,nianguae,Niangua Darter,Darter,Etheostoma,Y,569,0,1,0,U,8,0,0,0,0,3,13,5.5,0.66,0.15,0.00328,3.11,0.51,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
351,69,148,Percidae,Etheostoma,nigripinne,Blackfin Darter,Darter,Etheostoma,Y,588,0,1,0,U,2,10.8,0.5,2.8,2.5,3,9,4.5,0.35,0.15,0.00328,3.11,0.5,0,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
352,69,149,Percidae,Etheostoma,nigrum,Johnny Darter,Darter,Etheostoma,Y,537,0,1,0,M,2,26.9,29.2,18.1,23.5,3,7,2.59,0.06,0.15,0.00328,3.11,0.5,-0.0098,0,XXX,-999,A,A,A,A,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,50,,
