Species_ID,Genus_ID,Model_ID,Family,Genus,Species,Common_Name,Group,Tribe,Native,PFG_Page,Sportfish,NonGame,Subsistence,Sensitivity,Rarity,Ubiquity,Extent,Tolerance,Robustness,Max_Age,Max_Length,Mean_Length,Mean_Weight,Girth_Index,WL_A,WL_B,Thinning,Thin_Adjustment,Estimated,Cave,Spring,Headwater,Creek,Small_River,Medium_River,Large_River,Lake_Impoundment,Swamp_Marsh,Coastal_Ocean,Riffles,Runs,Pools,Benthic,Surface,Nearshore_Littoral,OpenWater_Pelagic,Mud_Silt,Sand,Gravel,Rock_Rubble,Vegetation,Woody_Debris,Clear,Turbid,Warm,Cool,Cold,Lowlands,Uplands,Lower_Width,Upper_Width,Location_Notes,Habitat_Notes
69,29,-999,Catostomidae,Catostomus,fumeiventris,Owens Sucker,Sucker,Catostomus,Y,316,1,0,1,U,3,0,0,0,0,25,50,18,47.31,0.5,0.00702,3.05,0.64,0,0,XXX,-999,-999,A,-999,-999,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,5,,
70,29,-999,Catostomidae,Catostomus,insignis,Sonora Sucker,Sucker,Catostomus,Y,309,1,0,1,U,3,0,0,0,0,25,80,40,540.28,0.5,0.00702,3.05,0.66,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
71,29,42,Catostomidae,Catostomus,latipinnis,Flannelmouth Sucker,Sucker,Catostomus,Y,312,1,0,1,U,3,13,4.3,68.5,15.2,25,55,19,55.79,0.5,0.00702,3.05,0.64,0,0,XXX,-999,-999,A,A,A,A,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,10000,Uncommon in creeks and small rivers,
72,29,43,Catostomidae,Catostomus,macrocheilus,Largescale Sucker,Sucker,Catostomus,Y,311,1,0,1,T,3,30.3,5.8,61.6,21.4,25,60,30,224.68,0.5,0.00702,3.05,0.65,0,0,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
73,29,-999,Catostomidae,Catostomus,microps,Modoc Sucker,Sucker,Catostomus,Y,316,1,0,1,U,6,0,0,0,0,25,34,15,27.13,0.5,0.00702,3.05,0.62,0,0,XXX,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,1,5,,
74,29,44,Catostomidae,Catostomus,occidentalis,Sacramento Sucker,Sucker,Catostomus,Y,314,1,0,1,U,3,39,3.6,14.6,12.4,8,60,22.2,88.76,0.5,0.00653,3.07,0.63,0,1,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,0,25,,
75,29,45,Catostomidae,Catostomus,platyrhynchus,Mountain Sucker,Sucker,Catostomus,Y,318,1,0,1,M,3,14.2,9.6,2.4,6.7,7,25,11,8.77,0.5,0.00408,3.2,0.57,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,1,50,,
76,29,-999,Catostomidae,Catostomus,plebeius,Rio Grande Sucker,Sucker,Catostomus,Y,318,0,1,1,U,3,0,0,0,0,25,20,8.5,4.8,0.5,0.00702,3.05,0.56,0,0,XXX,-999,-999,-999,A,A,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
77,29,-999,Catostomidae,Catostomus,rimiculus,Klamath Smallscale Sucker,Sucker,Catostomus,Y,316,1,0,1,U,3,0,0,0,0,25,50,18,47.31,0.5,0.00702,3.05,0.64,0,0,XXX,-999,-999,-999,A,A,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
78,29,-999,Catostomidae,Catostomus,santaanae,Santa Ana Sucker,Sucker,Catostomus,Y,319,1,0,1,U,6,0,0,0,0,25,25,11.5,12.06,0.5,0.00702,3.05,0.59,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,A,-999,-999,-999,1,50,,
79,29,-999,Catostomidae,Catostomus,snyderi,Klamath Largescale Sucker,Sucker,Catostomus,Y,314,1,0,1,U,3,0,0,0,0,25,55,19,55.79,0.5,0.00702,3.05,0.64,0,0,XXX,-999,-999,A,A,-999,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
80,29,-999,Catostomidae,Catostomus,sp.,Salish Sucker,Sucker,Catostomus,Y,315,0,1,1,U,8,0,0,0,0,25,18,8.5,4.8,0.5,0.00702,3.05,0.56,0,0,XXX,-999,A,A,-999,-999,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,0,5,,
81,29,-999,Catostomidae,Catostomus,sp.,Wall Canyon Sucker,Sucker,Catostomus,Y,,1,0,1,U,5,0,0,0,0,25,40,15,27.13,0.5,0.00702,3.05,0.56,0,0,XXX,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,5,,
82,29,-999,Catostomidae,Catostomus,sp.,Little Colorado River Sucker,Sucker,Catostomus,Y,312,1,0,1,U,3,0,0,0,0,25,50,20,65.23,0.5,0.00702,3.05,0.56,0,0,XXX,-999,-999,A,A,A,-999,A,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,50,,
83,29,-999,Catostomidae,Catostomus,tahoensis,Tahoe Sucker,Sucker,Catostomus,Y,315,1,0,1,U,3,0,0,0,0,4,60,30,225.75,0.5,0.00755,3.03,0.63,0,0,XXX,-999,-999,-999,A,A,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,50,,
84,29,-999,Catostomidae,Catostomus,utawana,Summer Sucker,Sucker,Catostomus,Y,309,1,0,1,U,3,0,0,0,0,25,10,3.7,0.38,0.5,0.00702,3.05,0.59,0,0,XXX,-999,-999,A,A,-999,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,1,25,,
85,29,-999,Catostomidae,Catostomus,warnerensis,Warner Sucker,Sucker,Catostomus,Y,315,0,0,1,U,8,0,0,0,0,25,35,15,27.13,0.5,0.00702,3.05,0.62,0,0,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
86,30,46,Centrarchidae,Centrarchus,macropterus,Flier,Sunfish,Sunfish,Y,487,1,0,0,M,3,9.1,14.7,2,6.3,6,30,11.1,29.44,0.53,0.11059,2.32,0.6,0.0412,0,XXX,-999,-999,A,A,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,A,-999,1,25,Uncommon above fall line,
87,31,-999,Channidae,Channa,argus,Northern Snakehead,Snakehead,Snakehead,N,616,1,0,0,U,5,0,0,0,0,9,100,35,444.87,0.56,0.00809,3.07,0.66,0,1,XXX,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,5,10000,,
88,31,-999,Channidae,Channa,maculata,Blotched Snakehead,Snakehead,Snakehead,N,,0,1,0,U,5,0,0,0,0,5,20,7,3.18,0.56,0.00809,3.07,0.55,0,1,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
89,31,-999,Channidae,Channa,marulius,Bullseye Snakehead,Snakehead,Snakehead,N,616,1,0,0,U,5,0,0,0,0,11,180,60,2327.41,0.56,0.00809,3.07,0.7,0,1,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,Tannic waters
90,32,-999,Catostomidae,Chasmistes,brevirostris,Shortnose Sucker,Sucker,Other Sucker,Y,306,0,0,1,U,8,0,0,0,0,8,65,25,127.82,0.5,0.00653,3.07,0.64,0,1,XXX,-999,-999,S,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,5,,
91,32,-999,Catostomidae,Chasmistes,cujus,Cui-Ui,Sucker,Other Sucker,Y,306,1,0,1,U,6,0,0,0,0,8,65,30,223.7,0.5,0.00653,3.07,0.64,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,Only found in Pyramid Lake,
92,32,-999,Catostomidae,Chasmistes,liorus,June Sucker,Sucker,Other Sucker,Y,305,0,0,1,U,8,0,0,0,0,7,60,22.2,88.76,0.5,0.00653,3.07,0.61,0,1,XXX,-999,-999,S,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,5,Only found in Utah Lake,
93,32,-999,Catostomidae,Chasmistes,muriei,Snake River Sucker,Sucker,Other Sucker,Y,306,0,0,1,U,10,0,0,0,0,7,45,20,64.43,0.5,0.00653,3.07,0.61,0,1,XXX,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,10000,,
94,33,-999,Notopteridae,Chitala,ornata,Clown Knifefish,Oddball,Knifefish,N,145,0,1,0,U,6,0,0,0,0,10,100,50,879.41,0.35,0.00535,3.07,0.67,0,1,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
95,34,-999,Amblyopsidae,Chologaster,cornuta,Swampfish,Cavefish,Cavefish,Y,418,0,1,0,U,3,0,0,0,0,3,7,3.3,0.18,0.26,0.00465,3.07,0.5,0,1,XXX,-999,A,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,0,5,,
96,35,47,Cyprinidae,Chrosomus,cumberlandensis,Blackside Dace,Minnow,Dace,Y,184,0,1,0,U,8,12.4,0.4,0.8,1.6,4,7.5,2.5,0.08,0.22,0.00483,3.04,0.5,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
97,35,48,Cyprinidae,Chrosomus,eos,Northern Redbelly Dace,Minnow,Dace,Y,183,0,1,0,M,3,8.1,11.4,8.7,9.1,3,8,3.5,0.2,0.22,0.00433,3.07,0.5,0,1,XXX,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
98,35,49,Cyprinidae,Chrosomus,erythrogaster,Southern Redbelly Dace,Minnow,Dace,Y,182,0,1,0,M,3,8.5,12.1,2.8,6.5,2,9,3.33,0.19,0.22,0.00501,3.03,0.5,0.0568,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,0,5,Not present in lowlands,
99,35,50,Cyprinidae,Chrosomus,neogaeus,Finescale Dace,Minnow,Dace,Y,182,0,1,0,M,3,3.8,6,1.4,3.2,4,11,4.5,0.44,0.22,0.00433,3.07,0.51,0,1,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,25,Uncommon in Missouri R. drainage,
100,35,51,Cyprinidae,Chrosomus,oreas,Mountain Redbelly Dace,Minnow,Dace,Y,185,0,1,0,U,1,13.3,1.9,8.7,5.9,4,7,2.5,0.08,0.22,0.00483,3.04,0.5,0.0551,0,XXX,-999,A,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,50,,
101,35,-999,Cyprinidae,Chrosomus,saylori,Laurel Dace,Minnow,Dace,Y,184,0,1,0,U,3,0,0,0,0,3,7.5,3.5,0.2,0.22,0.00433,3.07,0.5,0,1,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,,
102,35,-999,Cyprinidae,Chrosomus,tennesseensis,Tennessee Dace,Minnow,Dace,Y,185,0,1,0,U,8,0,0,0,0,4,7,2.5,0.08,0.22,0.00483,3.04,0.5,-0.059,0,XXX,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,,
103,36,-999,Cichlidae,Cichla,ocellaris,Butterfly Peacock Bass,Cichlid,Cichlid,N,,1,0,0,U,5,0,0,0,0,8,75,27.75,173.93,0.49,0.00645,3.07,0.65,0,1,XXX,-999,-999,-999,-999,A,A,A,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,10000,,
104,37,-999,Cichlidae,Cichlasoma,bimaculatum,Black Acara,Cichlid,Cichlid,N,611,0,1,0,U,3,0,0,0,0,5,12,4.44,0.63,0.49,0.00645,3.07,0.55,0,1,XXX,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
105,37,-999,Cichlidae,Cichlasoma,octofasciata,Jack Dempsey,Cichlid,Cichlid,N,609,1,0,0,U,6,0,0,0,0,5,25,13,16.96,0.49,0.00645,3.07,0.56,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
106,37,-999,Cichlidae,Cichlasoma,urophthalmus,Mayan Cichlid,Cichlid,Cichlid,N,610,1,0,0,U,6,0,0,0,0,6,40,20,63.64,0.49,0.00645,3.07,0.59,0,1,XXX,-999,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
107,38,52,Clariidae,Clarias,batrachus,Walking Catfish,Catfish,Catfish,N,369,1,0,0,U,3,44.3,1.1,52.3,13.3,6,47,15.51,59.04,0.75,0.01306,3.07,0.59,0,1,XXX,-999,-999,A,A,-999,-999,A,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,1,25,,
108,38,-999,Clariidae,Clarias,fuscus,Whitespotted Clarias,Catfish,Catfish,N,,1,0,0,U,5,0,0,0,0,5,25,9.25,12.08,0.75,0.01306,3.07,0.56,0,1,XXX,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,0,25,,
109,39,53,Cyprinidae,Clinostomus,elongatus,Redside Dace,Minnow,Dace,Y,174,0,1,0,S,5,7.9,4.8,3.5,5,4,12,5,0.64,0.22,0.00483,3.04,0.5,0.024,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,A,A,-999,-999,A,-999,-999,-999,-999,-999,-999,0,25,Less common in western parts of range,
110,39,54,Cyprinidae,Clinostomus,funduloides,Rosyside Dace,Minnow,Dace,Y,173,0,1,0,S,2,18.6,6.1,10.7,10.4,4,11,5,0.64,0.22,0.00483,3.04,0.5,0.0651,0,XXX,-999,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,0,25,Rare in Cumberland River drainage,
111,40,-999,Salmonidae,Coregonus,artedi,Cisco,Whitefish,Whitefish,Y,386,1,0,1,M,3,0,0,0,0,7,57,20,85.05,0.58,0.00862,3.07,0.62,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,
112,40,-999,Salmonidae,Coregonus,autumnalis,Arctic Cisco,Whitefish,Whitefish,Y,386,1,0,1,U,3,0,0,0,0,8,65,25,168.73,0.58,0.00862,3.07,0.64,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,
113,40,-999,Salmonidae,Coregonus,clupeaformis,Lake Whitefish,Whitefish,Whitefish,Y,383,1,0,1,M,3,0,0,0,0,15,100,35,469.12,0.58,0.00483,3.23,0.69,0,0,XXX,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,
114,40,-999,Salmonidae,Coregonus,hoyi,Bloater,Whitefish,Whitefish,Y,389,0,0,1,M,8,0,0,0,0,10,37,17.5,59.07,0.58,0.01071,3.01,0.65,0,0,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,0,0,"Rare in Michigan, uncommon in Superior and Huron",Very deep water
115,40,-999,Salmonidae,Coregonus,hubbsi,Ives Lake Cisco,Whitefish,Whitefish,Y,,0,1,1,U,8,0,0,0,0,5,15,7,3.39,0.58,0.00862,3.07,0.55,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,
116,40,-999,Salmonidae,Coregonus,huntsmani,Atlantic Whitefish,Whitefish,Whitefish,Y,385,0,0,1,U,8,0,0,0,0,6,40,15,35.16,0.58,0.00862,3.07,0.6,0,1,XXX,-999,-999,-999,A,A,A,A,-999,A,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,5,10000,,
117,40,-999,Salmonidae,Coregonus,johannae,Deepwater Cisco,Whitefish,Whitefish,Y,386,0,0,1,M,10,0,0,0,0,6,26,9.62,8.99,0.58,0.00862,3.07,0.6,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,0,0,,
118,40,-999,Salmonidae,Coregonus,kiyi,Kiyi,Whitefish,Whitefish,Y,389,1,0,1,M,3,0,0,0,0,9,35,16,41.08,0.58,0.00719,3.12,0.65,0,0,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,0,0,"Common in Superior, rare in Michigan, not found elsewhere",Very deep water
119,40,-999,Salmonidae,Coregonus,laurettae,Bering Cisco,Whitefish,Whitefish,Y,387,1,0,1,U,3,0,0,0,0,7,35,12.95,22.4,0.58,0.00862,3.07,0.61,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,
120,40,-999,Salmonidae,Coregonus,nasus,Broad Whitefish,Whitefish,Whitefish,Y,381,1,0,1,U,3,0,0,0,0,8,70,30,295.3,0.58,0.00862,3.07,0.64,0,1,XXX,-999,A,A,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,0,5,,
121,40,-999,Salmonidae,Coregonus,nigripinnis,Blackfin Cisco,Whitefish,Whitefish,Y,388,0,0,1,S,8,0,0,0,0,6,40,15,35.16,0.58,0.00862,3.07,0.6,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,0,0,,
122,40,-999,Salmonidae,Coregonus,nipigon,Nipigon Cisco,Whitefish,Whitefish,Y,387,1,0,1,U,3,0,0,0,0,7,48,25,168.73,0.58,0.00862,3.07,0.61,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,0,0,,
123,40,-999,Salmonidae,Coregonus,pidschian,Humpback Whitefish,Whitefish,Whitefish,Y,384,1,0,1,U,3,0,0,0,0,7,50,20,85.05,0.58,0.00862,3.07,0.62,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,
124,40,-999,Salmonidae,Coregonus,reighardi,Shortnose Cisco,Whitefish,Whitefish,Y,388,0,0,1,S,9,0,0,0,0,6,36,13.32,24.42,0.58,0.00862,3.07,0.59,0,1,XXX,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,0,0,,
125,40,-999,Salmonidae,Coregonus,sardinella,Least Cisco,Whitefish,Whitefish,Y,387,1,0,1,U,3,0,0,0,0,7,47,17.39,55.36,0.58,0.00862,3.07,0.61,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,A,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,
126,40,-999,Salmonidae,Coregonus,zenithicus,Shortjaw Cisco,Whitefish,Whitefish,Y,388,1,0,1,M,6,0,0,0,0,6,40,15,35.16,0.58,0.00862,3.07,0.6,0,1,XXX,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,A,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,50,10000,,Deep water
127,41,55,Cottidae,Cottus,aleuticus,Coastrange Sculpin,Sculpin,Sculpin,Y,471,0,1,0,U,3,18,3.4,13.1,9.1,6,17,6,1.79,0.46,0.00861,2.98,0.53,0,0,XXX,-999,-999,-999,-999,A,A,A,-999,A,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,25,10000,,
128,41,56,Cottidae,Cottus,asper,Prickly Sculpin,Sculpin,Sculpin,Y,472,0,1,0,M,2,16.4,7.2,11.5,10.8,6,30,15,27.53,0.46,0.00861,2.98,0.53,0,0,XXX,-999,-999,-999,A,A,-999,A,-999,A,-999,A,A,A,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,5,50,,
129,41,-999,Cottidae,Cottus,asperrimus,Rough Sculpin,Sculpin,Sculpin,Y,474,0,1,0,U,1,0,0,0,0,6,10,3.7,0.42,0.46,0.00861,2.98,0.53,0,0,XXX,-999,-999,A,A,A,-999,-999,-999,-999,A,A,-999,A,-999,-999,-999,A,-999,-999,-999,A,-999,A,-999,-999,A,-999,-999,-999,1,50,,
130,41,-999,Cottidae,Cottus,baileyi,Black Sculpin,Sculpin,Sculpin,Y,476,0,1,0,U,3,0,0,0,0,6,8.5,3.145,0.26,0.46,0.00861,2.98,0.52,0,0,XXX,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,0,5,,
131,41,57,Cottidae,Cottus,bairdii,Mottled Sculpin,Sculpin,Sculpin,Y,475,0,1,0,S,3,20.6,24.3,22.5,21.8,6,15,6,1.79,0.46,0.00861,2.98,0.53,0.0858,0,XXX,A,A,A,A,-999,-999,A,-999,-999,A,A,-999,A,-999,-999,-999,-999,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,0,25,,
132,41,58,Cottidae,Cottus,beldingii,Paiute Sculpin,Sculpin,Sculpin,Y,479,0,1,0,S,3,12.7,3.9,4.4,5.9,6,13,6,1.79,0.46,0.00861,2.98,0.53,0,0,XXX,-999,-999,A,A,A,-999,A,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,1,50,Abundant in Lake Tahoe,
133,41,-999,Cottidae,Cottus,bendirei,Malheur Sculpin,Sculpin,Sculpin,Y,479,0,1,0,U,3,0,0,0,0,6,10,5,1.04,0.46,0.00861,2.98,0.53,0,0,XXX,-999,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,-999,0,5,,
134,41,59,Cottidae,Cottus,caeruleomentum,Blue Ridge Sculpin,Sculpin,Sculpin,Y,476,0,1,0,U,3,16.4,1.4,13.3,6.5,6,6,2.22,0.09,0.46,0.00861,2.98,0.53,0,0,XXX,A,A,A,-999,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,A,-999,-999,A,0,5,Uncommon in lowlands,
135,41,60,Cottidae,Cottus,carolinae,Banded Sculpin,Sculpin,Sculpin,Y,470,0,1,0,M,3,22,6.4,28.8,15.5,6,18,8,4.23,0.46,0.00861,2.98,0.55,0.061,0,A,A,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,0,25,,
136,41,61,Cottidae,Cottus,chattahoochee,Chattahoochee Sculpin,Sculpin,Sculpin,Y,477,0,1,0,U,3,21.8,1.4,4.3,5,6,8.5,3.145,0.26,0.46,0.00861,2.98,0.53,0,0,XXX,A,A,A,A,-999,-999,-999,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,A,A,-999,-999,-999,-999,-999,A,-999,-999,-999,0,25,,
137,41,62,Cottidae,Cottus,cognatus,Slimy Sculpin,Sculpin,Sculpin,Y,475,0,1,0,M,3,9.3,9.9,18.2,11.6,6,12,6,1.79,0.46,0.00861,2.98,0.53,0.065,0,XXX,A,A,A,-999,-999,-999,A,-999,-999,A,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,-999,-999,-999,-999,A,-999,-999,0,5,,
